MD,INC,AZ,TVD
m,deg,deg,m
1450,0.25,141.7637664,1449.991718
1462.5,0.242751566,134.1533158,1462.491603
1475,0.24,126.2237664,1474.991492
1487.5,0.176714614,138.7433442,1487.49141
1500,0.13,162.3337664,1499.991366
1512,0.197308037,213.9396039,1511.991322
1524,0.33,231.9237664,1523.991194
1539,0.297853754,206.4237664,1538.990976
1554,0.33,180.9237664,1553.990758
1569.5,0.276839548,165.9139406,1569.490543
1585,0.25,145.9237664,1584.990382
1600,0.208268889,139.8602463,1599.990262
1615,0.17,130.9237664,1614.99018
1630.5,0.170478687,175.4464376,1630.490118
1646,0.25,203.9237664,1645.990017
1653.6,0.249847709,205.9237664,1653.589944
1661.2,0.25,207.9237664,1661.189872
1669,0.206282985,199.0441547,1668.98981
1676.8,0.17,185.9237664,1676.789769
1691.15,0.191074045,155.8480677,1691.1397
1705.5,0.25,135.9237664,1705.489596
1719.9,0.484639965,110.9992767,1719.889298
1734.3,0.75,102.9237664,1734.288452
1748.65,0.761346531,86.61933718,1748.63722
1763,0.83,71.92376643,1762.985851
1777.4,0.789250118,69.55042089,1777.384413
1791.8,0.75,66.92376643,1791.783115
1806.2,0.749286248,64.42376643,1806.181882
1820.6,0.75,61.92376643,1820.58065
1834.95,0.642719167,74.96228828,1834.929597
1849.3,0.58,91.92376643,1849.278792
1863.7,0.525661723,66.92376643,1863.678142
1878.1,0.58,41.92376643,1878.077492
1892.45,0.539979553,41.46080331,1892.426806
1906.8,0.5,40.92376643,1906.776215
1921.2,0.609631246,56.56734279,1921.175546
1935.6,0.75,66.92376643,1935.574534
1950,0.775524813,78.48761999,1949.973266
1964.4,0.83,88.92376643,1964.37186
1978.75,0.907241181,97.1244006,1978.720216
1993.1,1,103.9237664,1993.068231
2007.5,0.993573149,97.42376643,2007.466057
2021.9,1,90.92376643,2021.863882
2036.25,0.957665988,94.75684453,2036.21179
2050.6,0.92,98.92376643,2050.559865
2065,0.82482835,107.0001332,2064.958199
2079.4,0.75,116.9237664,2079.356845
2093.8,0.749885784,115.9237664,2093.755612
2108.2,0.75,114.9237664,2108.154378
